,RandomForest,GradientBoosting,AdaBoost,XGBoost,DecisionTree
총자산(천원),0.020188232157285418,0.024146750838279572,0.03,0.028557595,0.012949540641268766
유동자산(천원),0.02264260420082698,0.028424896528402716,0.03,0.023866404,0.018910892587282332
매출채권(천원),0.02345431844541425,0.012159122865849194,0.0,0.023665247,0.035940898193023964
재고자산(천원),0.027921453165593395,0.02415213353297105,0.0,0.022195144,0.02459301801700345
유형자산(천원),0.02143943413725869,0.010736751383499256,0.05,0.024092458,0.03283720734147725
부채및자본총계(천원),0.021972723959801956,0.02013648575438723,0.04,0.0,0.0
총부채(천원),0.021666331352475126,0.02802291883066321,0.03,0.033105362,0.008297773571172503
유동부채(천원),0.021934838113890732,0.007448721724371101,0.0,0.01845104,0.00988264401818301
매입채무(천원),0.02278659988462044,0.01913519404579433,0.0,0.023001434,0.01959491924549763
단기차입금(천원),0.01922136890691281,0.029719931434140125,0.0,0.0206119,0.033545666632210924
장기차입금(천원),0.021563131110921934,0.03596465336330728,0.03,0.028184658,0.037686423401867
총자본(천원),0.021840575524216404,0.02110834268494117,0.05,0.024254601,0.026272405447111697
매출액(천원),0.025388923546582422,0.033359872876648294,0.07,0.048569553,0.05158127280198677
매출원가(천원),0.021112124684063108,0.02961812974790432,0.06,0.03662742,0.022387201892736113
영업이익(천원),0.01919648946300697,0.007218680371943455,0.0,0.021602474,0.024327266788678168
연구개발비(천원),0.01740342206620578,0.009450144584528189,0.0,0.021989468,0.039440341101289265
광고선전비(천원),0.02269140212412353,0.02034415306646292,0.03,0.024228375,0.020719757654056842
당기순이익(천원),0.022565684723767788,0.018746583177374453,0.0,0.021733418,0.0048628695578491
영업활동으로인한현금흐름(천원),0.023540677587588855,0.03242659440435026,0.0,0.021705296,0.007549730483829945
투자활동으로인한현금흐름(천원),0.023701391091572196,0.02310099718114851,0.0,0.019785922,0.02041490167452885
재무활동으로인한현금흐름(천원),0.02334221820914517,0.03142522084374404,0.09,0.022984134,0.009500727428839874
자기자본비율(%),0.01939896170305836,0.016360789732539464,0.01,0.024174063,0.008077872185450509
차입금의존도(%),0.021154961745712825,0.015577799100937687,0.0,0.019543838,0.010974606220334164
부채비율(%),0.018961694522227242,0.01252369453625513,0.03,0.026115585,0.011689882523048197
차입금비율(%),0.02220774516779896,0.014596631912623023,0.01,0.021673176,0.026337043924472347
*매출원가율(%),0.020904462848487706,0.007357027214000604,0.0,0.018575808,0.00833146323465866
ROE(당기순이익)(%),0.021114525933737274,0.016695327781923067,0.01,0.019421166,0.02083423495248933
영업이익률(%),0.02205112055761201,0.01389367265973186,0.0,0.023823377,0.008789152999284993
EBIT(천원),0.02034624649422068,0.005954536895317277,0.0,0.0,0.013270972668802585
매출총이익률(%),0.02008474638396139,0.01054215688695732,0.01,0.022753742,0.00365153576474306
총자산(천원)_증가율(%),0.02007996512869169,0.014198806427022719,0.02,0.022842467,0.01851684576440653
유동자산(천원)_증가율(%),0.02465986085172117,0.034472305936368804,0.05,0.024468327,0.025560750353201416
유형자산(천원)_증가율(%),0.02335552747115786,0.024551202128104715,0.03,0.023266843,0.0380694411814307
부채및자본총계(천원)_증가율(%),0.0194048372076909,0.014068203603802969,0.01,0.0,0.013077559937993637
총부채(천원)_증가율(%),0.022564727565634154,0.03696733981450809,0.06,0.020989401,0.0
유동부채(천원)_증가율(%),0.024290623182271095,0.014724936348436354,0.0,0.023728719,0.013060949096877477
총자본(천원)_증가율(%),0.0208825743492636,0.0159946071665782,0.0,0.018293163,0.035375335959524655
매출액(천원)_증가율(%),0.022258442221652346,0.025656907414335305,0.02,0.022782072,0.046568705440820014
영업이익(천원)_증가율(%),0.02606428117624354,0.03595498118096251,0.08,0.02392581,0.025385788082629236
당기순이익(천원)_증가율(%),0.025690242916998573,0.04306116282192353,0.07,0.021974914,0.03163386981899094
영업활동으로인한현금흐름(천원)_증가율(%),0.026567141864046784,0.036879749870351204,0.0,0.020967199,0.01762416157596975
투자활동으로인한현금흐름(천원)_증가율(%),0.02686819716447524,0.04686790283843224,0.08,0.023795804,0.041221519026986564
총자산(천원)_회전율,0.02255598633405957,0.03085812458206266,0.0,0.021788675,0.0346691548141922
총자본(천원)_회전율,0.019139616022397988,0.018562135081076802,0.0,0.020566788,0.05715109853498434
총부채(천원)_회전율,0.023819566731605225,0.02683371882503796,0.0,0.025317138,0.028832597458815296
