,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,사회_등급차이
10,BYC,섬유의복,A001460,12,2014,Annual,608388101.0,82095340.0,10814621,66578997,87275949.0,608388101.0,242958473.0,118618722,7598875,55168746,60053467,365429628.0,176909795.0,102833028.0,27901295,0,2310122,19050210,27875362,-85796016,57732834,60.07,23.31,66.49,38.8,58.13,5.34,15.77,27901295.0,41.87,15.84868481884001,7.115746765044784,25.786425403407563,15.84868481884001,37.09161714419993,31.85223653514555,5.02840188677911,-3.035866088665262,11.080338729145446,22.788304082108567,-27.16938170024822,132.02497981180764,0.2907844428732507,0.4841145365476496,0.7281482831841802,0.0
11,BYC,섬유의복,A001460,12,2015,Annual,691464609.0,91849038.0,15057363,68567867,65860300.0,691464609.0,313347277.0,127449261,9433371,63286502,114077000,378117332.0,182195988.0,111111979.0,21130659,0,4142345,13158137,28069051,-83676887,59092255,54.68,29.12,82.87,53.25,60.98,3.54,11.6,21130659.0,39.02,13.655182910949136,11.88093989256882,-24.53785864877849,13.655182910949136,28.97153704122925,7.444473225735826,3.471996528973298,2.988072537193309,-24.266386201787405,-30.9291761088198,0.6948394069286046,-2.4699620084923324,0.2634928608471992,0.481850400869749,0.5814506822728828,0.0
12,BYC,섬유의복,A001460,12,2016,Annual,733018518.0,118647018.0,15522850,68256885,66665983.0,733018518.0,339167415.0,157857292,13467742,69649468,98400000,393851103.0,211857618.0,144343998.0,16154497,0,4830726,17543266,43942199,-37856352,18071354,53.73,30.07,86.12,55.97,68.13,4.55,7.63,16154496.94,31.87,6.0095496514413815,29.17611396212991,1.223321181349002,6.0095496514413815,8.2401028811238,23.858930810120583,4.161081671865818,16.28006759402407,-23.549487973848805,33.32636679493457,56.55035505119144,-54.758890588269615,0.2890208266198262,0.5379129736752318,0.6246402473539505,0.0
13,BYC,섬유의복,A001460,12,2017,Annual,745823200.0,112685946.0,19107107,62400941,67609243.0,745823200.0,346484954.0,135470772,9084735,31636476,122500000,399338246.0,195815808.0,126448218.0,17207998,0,4708126,6190457,23542700,-30880876,8823245,53.54,30.64,86.76,57.23,64.58,1.56,8.79,17207998.0,35.42,1.746842908544366,-5.024207182349915,1.414904509845738,1.746842908544366,2.1575005959814764,-14.181492483730176,1.3932023950685712,-7.571976949160264,6.521410106424241,-64.71320106529765,-46.42348235690253,-18.42617059351096,0.2625499019070471,0.4903507489237582,0.5651495273875586,0.0
14,CJ,기타금융,A001040,12,2011,Annual,19656075093.0,5923000095.0,1917411377,1338204012,7359253700.0,19656075093.0,12092041534.0,6947252249,857107193,2763622287,1958718876,7564033559.0,13271073391.0,8689223324.0,900591897,42322052,388718879,736148645,569688953,-2620795425,2281839986,38.48,39.63,159.86,102.99,65.47,10.85,6.79,900591897.0,34.53,42.42901518419677,33.01804478187669,48.606373592247245,42.42901518419677,55.23902309074609,40.94987264044687,25.83011634683199,14.253104884455968,1.0668429580344974,-7.579953973137932,-42.95860257405013,1018.8191203020856,0.6751639545641616,1.7544968947433512,1.0975047806182965,0.0
15,CJ,기타금융,A001040,12,2012,Annual,21385040866.0,6336179553.0,2138531527,1481140301,8170125269.0,21385040866.0,13000982677.0,6700553793,1190114737,2487787285,2211482209,8384058189.0,17628388035.0,12292133603.0,1062972105,47539227,430774626,570256610,1562979394,-2458136341,688157957,39.21,38.9,155.07,99.22,69.73,7.15,6.03,1062972105.0,30.27,8.796088562033045,6.975847566654481,11.018394011881938,8.796088562033045,7.516854291678277,-3.551022003490812,10.841102483268353,32.8331741948996,18.030387408648863,-22.535127399439823,174.35662667659275,-6.206477714680836,0.8243326793463047,2.1026080255655533,1.355927353567383,2.0
16,CJ,기타금융,A001040,12,2013,Annual,22123704854.0,6536537209.0,2379216183,1293816082,8833246209.0,22123704854.0,13522759512.0,6510093116,1198161316,2122552719,2685707899,8600945342.0,18851698863.0,13346666623.0,786067040,45319483,434702779,322608337,1476476541,-1798328283,352089120,38.88,40.33,157.22,103.73,70.8,3.8,4.17,786067040.0,29.2,3.4541153913547173,3.1621208699039505,8.116410925987715,3.4541153913547173,4.013364589148116,-2.8424617260587093,2.586899424011136,6.939436694785695,-26.0500782379421,-43.42751467624374,-5.534484544842311,-26.841800716862675,0.8521040660869051,2.191817075146808,1.3940718864571344,0.0
17,CJ,기타금융,A001040,12,2014,Annual,23039318812.0,6993888486.0,2516322061,1421771573,9108937572.0,23039318812.0,13969444303.0,7200766956,1302361117,2164251359,2443390507,9069874509.0,19572301244.0,13482375700.0,1003117885,42427906,442907486,508633144,1760986073,-1932689490,-73476774,39.37,39.05,154.02,99.2,68.88,5.76,5.13,1003117885.0,31.12,4.13861043637298,6.996843471957659,3.121065081590313,4.13861043637298,3.303207386063578,10.609277435717711,5.452065422508068,3.8224798000265015,27.6122562014558,57.66274012937242,19.26949220658156,7.471450472649876,0.8495173578572033,2.1579462014141964,1.4010794430668057,0.0
18,CJ,기타금융,A001040,12,2015,Annual,23562143506.0,6950205084.0,2655668392,1495391511,9475638230.0,23562143506.0,13698687478.0,7684516234,1398350609,2050571122,1420790955,9863456028.0,21166707211.0,14473552196.0,1225330266,55313523,448254647,551115547,2295614169,-1461473396,-637090027,41.86,36.57,138.88,87.35,68.38,5.82,5.79,1225330266.0,31.62,2.2692714930776736,-0.624593916352012,4.025723692817951,2.2692714930776736,-1.9382075559144063,6.718024357071006,8.749641664970476,8.146236597951262,22.152170180875608,8.352267936357682,30.35958683586932,-24.38136578266382,0.8983353830100385,2.1459726845147142,1.5451631585138057,0.0
19,CJ,기타금융,A001040,12,2016,Annual,27009587950.0,7862451114.0,3284666049,1699383558,10372814813.0,27009587950.0,15755138247.0,8662186804,1762992046,2882199670,1834967495,11254449703.0,23954197397.0,16501957752.0,1252913231,59560918,463558773,569823382,2091748639,-3344703500,1230498734,41.67,36.27,139.99,87.04,68.89,5.4,5.23,1252913231.0,31.11,14.631285320548717,13.125454845930706,9.468244367535329,14.631285320548717,15.012027774943014,12.72260400302514,14.102497857255102,13.16921974784715,2.251063714441859,3.3945395120562605,-8.880653062391863,128.85832264578562,0.886877557752598,2.128420138624347,1.5204054081570002,0.0
20,CJ,기타금융,A001040,12,2017,Annual,29325383064.0,8333253000.0,3551768653,1733006295,11492884161.0,29325383064.0,17333214255.0,9363258715,2034998735,2920089020,1592710545,11992168809.0,26898599989.0,18608585681.0,1325955339,57743357,520515907,1137728417,2240404302,-2863799623,718215319,40.89,36.14,144.54,88.37,69.18,9.79,4.93,1325955339.0,30.82,8.573974243098359,5.987978547322004,10.798123442792452,8.573974243098359,10.0162625250241,8.093474856444583,6.554910506227185,12.291802322580647,5.829781839058579,99.6633435796778,7.106765135559856,-14.378071987546882,0.9172463299216326,2.243013788199252,1.5518529681383668,1.0
21,CJ대한통운,운수창고업,A000120,12,2011,Annual,3595163312.0,812463279.0,422506026,14577497,1509101286.0,3595163312.0,1330470686.0,590102526,188482127,105334204,522809369,2264692626.0,2587848423.0,2352685057.0,125019927,0,5538770,80994345,111199423,97373509,-58633435,62.99,23.27,58.75,36.94,90.91,3.62,4.83,125019926.6,9.09,-8.037631170475157,10.19443538819993,-14.21717199926552,-8.037631170475157,-21.89597935699712,-33.23941048961583,2.664063932491234,5.043123023977159,-14.528257028051828,-18.025006183471515,13.573394281163864,241.36961796482527,0.7198138716987441,1.1426930053509168,1.9450623378860368,0.0
22,CJ대한통운,운수창고업,A000120,12,2012,Annual,3669501369.0,677650871.0,403102572,13555180,1623205266.0,3669501369.0,1341438819.0,600443468,186445040,77152635,520618490,2328062550.0,2627465778.0,2369632574.0,143027522,0,19340163,69571921,116938980,-219059617,22293867,63.44,23.41,57.62,36.89,90.19,3.03,5.44,143027522.5,9.81,2.067724065604293,-16.59304629323438,7.561055116614623,2.067724065604293,0.8243799067061852,1.752397514732884,2.79816886726596,1.5308993621068856,14.403779807038289,-14.102742605054708,5.161498904540185,-324.96839155709176,0.7160280141048232,1.1286061785582178,1.9586922197157617,1.0
23,CJ대한통운,운수창고업,A000120,12,2013,Annual,4608720687.0,1329685385.0,693587719,14854492,1816461640.0,4608720687.0,2360513240.0,956993741,341668380,249048598,804918021,2248207446.0,3795045156.0,3497499003.0,64177360,0,6932050,-60061094,-73828143,-127284077,161392732,48.78,36.38,105.0,74.57,92.16,-2.62,1.69,64177360.06,7.84,25.59528457829552,96.2198296945744,11.90584937395096,25.59528457829552,75.96875881075871,59.38115609578085,-3.430109899753342,44.43747232699447,-55.12936314452824,-186.3295035363477,-163.1339036820742,-41.89523439183225,0.8234487211830461,1.688031575000842,1.6077203430555635,0.0
24,CJ대한통운,운수창고업,A000120,12,2014,Annual,4542856099.0,1264507113.0,750681544,9665212,1793168810.0,4542856099.0,2262195616.0,869980044,322851896,217211392,701553281,2280660483.0,4560087295.0,4081489293.0,167079481,0,8908157,59451740,259803712,-67368357,-179312544,50.2,33.64,99.19,67.01,89.5,2.63,3.66,167079481.2,10.5,-1.4291295236395385,-4.901781484196732,-1.2823188492986803,-1.4291295236395385,-4.16509521463222,-9.092399800763172,1.443507228736407,20.15897328100198,160.34022122443182,-198.98544305569925,-451.90335479520326,-47.07243939082812,1.0037930314376,1.999459072926814,2.0157793882843418,-1.0
25,CJ대한통운,운수창고업,A000120,12,2015,Annual,4500489064.0,1239297511.0,795501657,9904924,1772594157.0,4500489064.0,2128783996.0,1285580125,390689710,209336849,312024763,2371705068.0,5055766404.0,4506506640.0,186633718,0,6957032,48984004,171874165,-86381816,-100776380,52.7,31.21,89.76,59.23,89.14,2.11,3.69,186633717.8,10.86,-0.93260790297377,-1.9936306993316169,-1.1473907467752564,-0.93260790297377,-5.89743959613438,47.77122002582394,3.992027120154207,10.869947808751323,11.703553831364854,-17.607114610943263,-33.844607655182394,28.223130037147847,1.1233815552273498,2.131701142867398,2.374955098074685,1.0
26,CJ대한통운,운수창고업,A000120,12,2016,Annual,5521193039.0,1511133286.0,1061758766,15248404,2036542847.0,5521193039.0,2781927821.0,1362369307,587109362,365933811,394120586,2739265218.0,6081945642.0,5410826301.0,228444490,0,12169048,68210131,208404672,-705460945,543229979,49.61,32.53,101.56,65.57,88.97,2.67,3.76,228444490.4,11.03,22.67984568976613,21.93466642087043,14.890531425801148,22.67984568976613,30.68154524964777,5.973115211313651,15.497717442158798,20.29720434053504,22.402582152920505,39.24980693697477,21.254216420484127,716.6776037679041,1.1015636655047227,2.2202836008849727,2.1862341632622826,-1.0
27,CJ대한통운,운수창고업,A000120,12,2017,Annual,6285983376.0,1803525145.0,1307444028,15658455,2429542803.0,6285983376.0,3526210932.0,1890070241,700583305,476903075,468350842,2759772444.0,7110391208.0,6354235538.0,235651420,0,19548423,54178650,246413341,-689603421,456478719,43.9,35.65,127.77,81.2,89.37,1.97,3.31,235651420.4,10.63,13.851903593983362,19.34917731671222,19.29740670955793,13.851903593983362,26.754220773868177,38.734059207633045,0.7486396667706785,16.90981186839091,3.154783903958469,-20.57096327816757,18.237915990674143,-2.2478245057208635,1.1311501769393162,2.5764411205201525,2.0164395565432387,0.0
28,CJ제일제당,음식료품,A097950,12,2011,Annual,11339519300.0,3325033575.0,1230261455,1075179547,4990814918.0,11339519300.0,6643045604.0,3779666472,466575116,1892711909,1153752239,4696473696.0,6538208074.0,4771973689.0,459920951,32622467,75439341,314022590,-288381082,-1420107227,1878417937,41.42,40.85,141.45,98.64,72.99,8.52,7.03,459920951.0,27.01,88.91128706872873,51.63598448165801,78.04662627788224,88.91128706872873,99.43006987890112,57.47814241428506,75.79596137964674,13.161234925242129,1.6689604436828542,-52.40331233715583,-182.24144788756897,-395.1218150084213,0.5765859999021299,1.392152601550523,0.984218453966826,-1.0
29,CJ제일제당,음식료품,A097950,12,2012,Annual,12363882660.0,3363495811.0,1164446237,1139255403,5575156974.0,12363882660.0,7142847716.0,3389358796,638530062,1642298568,1168824144,5221034944.0,9877532183.0,7696632173.0,615528667,34900583,70819699,310715670,805051777,-1156311478,456134987,42.23,39.95,136.81,94.61,77.92,6.27,6.23,615528667.0,22.08,9.033569527061005,1.156747296905114,11.70834955014055,9.033569527061005,7.523689310503179,-10.326511053063092,11.16925765914052,51.07399567595958,33.833578501188995,-1.053083474026506,-379.16247883416986,-18.5757627300632,0.7989021292604211,1.8918724522905623,1.382856330658471,2.0
30,CJ제일제당,음식료품,A097950,12,2013,Annual,13004490092.0,3705058462.0,1367698827,1006681614,6254477598.0,13004490092.0,8191910984.0,3708909347,720032707,1519777463,1791039503,4812579108.0,10847718244.0,8769557560.0,345479026,31879664,60113279,71061595,590904368,-769103669,60720288,37.01,45.02,170.22,121.66,80.84,1.42,3.18,345479026.0,19.16,5.181280424736734,10.15498963557353,12.18478021637852,5.181280424736734,14.686905135189932,9.428053216942445,-7.823273362102212,9.822150341051428,-43.872796748230094,-77.12970350030946,-26.60045168746954,-33.48646245990131,0.8341517558364872,2.2540342715546693,1.3241987449799173,0.0
31,CJ제일제당,음식료품,A097950,12,2014,Annual,13382531013.0,3973270952.0,1550189237,1065579494,6383896491.0,13382531013.0,8432650582.0,4122438480,829508678,1568249389,1594127294,4949880431.0,11701797228.0,9258425633.0,579930251,29315349,54351316,137851320,688561505,-537171145,-141392305,36.99,44.44,170.36,120.15,79.12,2.82,4.96,579930251.0,20.88,2.9070030299193306,7.239089281609279,2.0692198664423067,2.9070030299193306,2.938747728951152,11.149615542221024,2.8529676067404752,7.873351471609258,67.86265079953073,93.98849688076942,16.526724507137168,-30.15621083976392,0.8744083773564725,2.364056544621613,1.3876772331795877,-1.0
32,CJ제일제당,음식료품,A097950,12,2015,Annual,13751265058.0,4018510915.0,1623243021,1097567509,6690180982.0,13751265058.0,8366031773.0,4335743182,849032607,1440731948,847546302,5385233285.0,12924472295.0,10038444150.0,751413820,41907485,63701289,253666762,1154573133,-693002656,-364487974,39.16,41.79,155.35,106.7,77.67,4.91,5.81,751413820.0,22.33,2.7553386174992367,1.1386075489573155,4.797767185476753,2.7553386174992367,-0.790010309951672,5.174236147727784,8.79521960315408,10.4486092450345,29.569688545183336,84.01475009452213,67.67901263954627,29.009657806545054,0.9398751489762752,2.3999837353378464,1.54487487565032,0.0
33,CJ제일제당,음식료품,A097950,12,2016,Annual,15766238539.0,4880693006.0,2028582036,1280152136,7280517951.0,15766238539.0,9705761673.0,4699232648,1113728302,1801456466,1155176755,6060476866.0,14563257246.0,11275152096.0,843638184,44597484,59696396,353548749,800141934,-1408917160,725943103,38.44,42.26,160.15,109.93,77.42,6.18,5.79,843638184.0,22.58,14.653004450872388,21.45526313694235,8.823931229787462,14.653004450872388,16.013923163951628,8.383556191912845,12.538799068943218,12.679704931813628,12.273445276798345,39.37527574069794,-30.69802932959813,103.30617030131556,0.9236989031959488,2.402988670363815,1.5004754636117676,1.0
34,CJ제일제당,음식료품,A097950,12,2017,Annual,16868123895.0,4963468349.0,2254297260,1303515516,8179383526.0,16868123895.0,10724270560.0,5496914149,1291759319,1913735363,949940590,6143853335.0,16477174023.0,12922488246.0,776575241,43255652,71932925,412797743,1180837049,-1463909010,265353628,36.42,42.3,174.55,116.12,78.43,6.76,4.71,776575241.0,21.57,6.988891822702881,1.6959752006168172,12.34617620682521,6.988891822702881,10.493858404058498,16.974718230634835,1.3757410653236102,13.14209276585898,-7.9492541082042845,16.75836618502644,47.578448125679664,3.9031286977865953,0.9768231562422964,2.681895729693554,1.53643774006015,1.0
35,DB,서비스업,A012030,12,2011,Annual,686746431.0,133657144.0,87399035,9092461,66608973.0,686746431.0,430206277.0,231249018,70687262,58523015,77450,256540154.0,511077050.0,458811762.0,14451262,2200467,286281,5080545,-4092628,-41873379,40077119,37.36,41.83,167.7,111.97,89.77,1.84,2.83,14451261.84,10.23,1.0955079731206574,6.907841919356561,14.10654244684928,1.0955079731206574,12.193876712897044,-24.921678530612347,-13.288732410909288,165.74946450976222,-463.18874489663847,20.34192864678648,-91.72986579320614,33.62668304735266,0.7442005184589011,1.9921912497175784,1.187981387821545,0.0
36,DB,서비스업,A012030,12,2012,Annual,693327543.0,186427965.0,105294464,10977785,65371512.0,693327543.0,397390951.0,346749250,92814193,65205472,0,295936592.0,544542768.0,483404337.0,21835953,0,212551,2952394,-34206828,24952811,18871363,42.68,36.14,134.28,84.67,88.77,1.07,4.01,21835952.55,11.23,0.9583030508679924,39.48222999587661,-1.8577992487588733,0.9583030508679924,-7.627811994942135,49.94625836638147,15.356831040180952,6.548076850643159,51.10066511838205,-41.88824230471337,735.815715476706,-159.5911091865789,0.7854047823396509,1.840065685422234,1.3702948359284608,0.0
37,DB,서비스업,A012030,12,2013,Annual,638356756.0,186036732.0,131588822,12021095,65961160.0,638356756.0,392079771.0,378025446,102350903,39504796,0,246276986.0,442931289.0,395900735.0,10813086,0,229614,-63801967,10099470,-25441972,4616599,38.58,40.08,159.2,103.89,89.38,-23.53,2.44,10813086.22,10.62,-7.928545109017826,-0.2098574642489969,0.9019953523485836,-7.928545109017826,-1.336512566940662,9.019830900859915,-16.780488571687002,-18.65996299486251,-50.48035686832628,-2261.024815793556,-129.52471945074825,-201.96034426742543,0.6938616766202127,1.7985086474949794,1.1296968672224612,0.0
38,DB,서비스업,A012030,12,2014,Annual,365853366.0,137506858.0,42066264,10136177,60637831.0,365853366.0,255603853.0,247019030,44864634,28337977,0,110249513.0,254222497.0,226910287.0,-13421851,0,78246,-124525731,27490640,101909938,-124553193,30.13,35.36,231.84,117.35,89.26,-69.85,-5.28,-13421850.91,10.74,-42.68825972917251,-26.086178508016367,-8.070399307713815,-42.68825972917251,-34.80820182380692,-34.655449093762854,-55.2335300221678,-42.60452957072536,-224.12599881291985,95.17537915406275,172.19883815685378,-500.5583293622051,0.6948753807556878,2.3058831742866746,0.9945957152688149,0.0
39,DB,서비스업,A012030,12,2015,Annual,276200611.0,182404085.0,31545791,1929080,3583519.0,276200611.0,110370381.0,65381289,29235219,6316671,0,165830230.0,203671200.0,180662767.0,9761079,0,44904,13186937,-13076502,104611832,-86400902,60.04,15.37,66.56,25.6,88.7,9.55,4.79,9761078.89,11.3,-24.5051059609494,32.65090021910035,-94.09029158711168,-24.5051059609494,-56.81975067879748,-73.53188173397005,50.41357144135412,-19.88466701277032,-172.72528207920055,-110.58972864009928,-147.56710647696815,2.651256641918476,0.73740314788804,1.2281910240370528,1.8453429095257,0.0
40,DB,서비스업,A012030,12,2016,Annual,214971054.0,54657980.0,31510231,4889026,3790812.0,214971054.0,63423582.0,42142337,20881411,2713849,0,151547472.0,204809968.0,177059335.0,10903255,0,39335,-20712779,14350199,6888938,-18602822,70.5,11.21,41.85,15.91,86.45,-13.05,5.32,10903255.3,13.55,-22.16850888863529,-70.03467329144519,5.7846212061384295,-22.16850888863529,-42.53568627256982,-35.54373484438338,-8.612879569665921,0.5591207789810149,11.701329330497169,-257.0704326561961,-209.7403495216076,-93.41476210836264,0.952732771175788,1.35145750237259,3.2292400009826,0.0
41,DB,서비스업,A012030,12,2017,Annual,197512862.0,64597177.0,34091442,5440698,5108250.0,197512862.0,58372533.0,48999531,16311586,5455920,0,139140329.0,196815885.0,173518470.0,3848653,0,3539595,-957332,7959587,1755205,-8345695,70.45,7.23,41.95,10.27,88.16,-0.66,1.96,3848652.83,11.84,-8.121182677924633,18.184347463993355,34.7534512394706,-8.121182677924633,-7.963992005371123,16.271508625636976,-8.186967975288962,-3.90317086519929,-64.7017977658965,-95.3780610511028,-44.533263963795896,-74.5213993797012,0.9964712323392894,1.4145135807462408,3.3717208228740048,0.0
